name,h,b,PI_Pn_max,PI_Vn_z,PI_Vn_y,PI_Mn_z,PI_Mn_y,required_rebar,MainRebar_size,rho,side_rebars_top,side_rebars_bottom,side_rebars_left,side_rebars_right,spacing_h,spacing_b,Stirrup_size,Stirrup_verticle_size,fck,fy,Cover_size,aggregate,Cost,CO2,UnitWeight,PM_Volume,original_name
1274,850,1200,18413.12619,625.8534071,1179.310265,0,0,38,29,0.024607602,10,10,11,11,75.66666667,103.1,10,200,30,400,60,25,287784.4223,772.4669697,25.43282939,352946957.5,637
1275,1000,950,20637.37211,877.8445892,795.6892467,0,0,24,29,0.016686817,7,7,7,7,138.5,130.1666667,10,350,40,500,60,25,205198.1954,595.9212315,23.25537586,355255345.2,638
1276,950,1000,20637.37211,795.6892467,877.8445892,0,0,24,29,0.016686817,7,7,7,7,130.1666667,138.5,10,350,40,500,60,25,205198.1954,595.9212315,23.25537586,355255345.2,638
1277,1050,1000,21078.20278,1105.580804,1012.078305,0,0,20,29,0.012581331,6,6,6,6,175.0,165.0,13,250,40,400,60,25,201732.1994,609.6344291,25.5302441,355564881.4,639
1278,1000,1050,21078.20278,1012.078305,1105.580804,0,0,20,29,0.012581331,6,6,6,6,165.0,175.0,13,250,40,400,60,25,201732.1994,609.6344291,25.5302441,355564881.4,639
1279,1100,1000,18370.68059,1227.369757,1046.879439,0,0,32,29,0.019215123,12,12,6,6,84.09090909,165.0,13,200,27,500,60,25,271611.8985,757.1434415,27.1604539,355959255.1,640
1280,1000,1100,18370.68059,1046.879439,1227.369757,0,0,32,29,0.019215123,6,6,12,12,165.0,84.09090909,13,200,27,500,60,25,271611.8985,757.1434415,27.1604539,355959255.1,640
1281,1100,900,19473.64948,974.1734234,662.1643918,0,0,44,25,0.021816616,12,12,12,12,86.81818182,68.63636364,10,350,35,400,50,25,253361.4817,698.64438,24.50650096,356493864.5,641
1282,900,1100,19473.64948,662.1643918,974.1734234,0,0,44,25,0.021816616,12,12,12,12,68.63636364,86.81818182,10,350,35,400,50,25,253361.4817,698.64438,24.50650096,356493864.5,641
1283,950,900,20112.23918,1003.631873,913.735062,0,0,42,25,0.024113102,13,13,10,10,67.08333333,83.88888889,10,150,40,500,50,25,242155.5992,649.4338087,21.32476168,357657355.5,642
1284,900,950,20112.23918,913.735062,1003.631873,0,0,42,25,0.024113102,10,10,13,13,83.88888889,67.08333333,10,150,40,500,50,25,242155.5992,649.4338087,21.32476168,357657355.5,642
1285,1100,950,20007.21826,1173.351341,904.5523659,0,0,32,25,0.015031544,10,10,8,8,105.4444444,114.1428571,13,300,35,500,50,25,218501.5724,641.4999701,25.53082148,359277128.2,643
1286,950,1100,20007.21826,904.5523659,1173.351341,0,0,32,25,0.015031544,8,8,10,10,114.1428571,105.4444444,13,300,35,500,50,25,218501.5724,641.4999701,25.53082148,359277128.2,643
1287,1050,850,20299.44497,1041.738695,705.6616838,0,0,38,25,0.020899951,11,11,10,10,90.5,78.33333333,10,250,40,500,50,25,224720.3244,622.6618817,22.067412,359524142.8,644
1288,850,1050,20299.44497,705.6616838,1041.738695,0,0,38,25,0.020899951,10,10,11,11,78.33333333,90.5,10,250,40,500,50,25,224720.3244,622.6618817,22.067412,359524142.8,644
1289,1000,1000,18801.20675,988.100685,988.100685,0,0,34,29,0.022457675,7,7,12,12,137.5,75.0,13,250,30,500,60,25,269166.7699,731.932371,24.8446066,359698230.3,645
1290,1000,1000,18801.20675,988.100685,988.100685,0,0,34,29,0.022457675,12,12,7,7,75.0,137.5,13,250,30,500,60,25,269166.7699,731.932371,24.8446066,359698230.3,645
1291,1250,900,18341.32555,1329.58559,744.5732707,0,0,30,29,0.017613863,6,6,11,11,215.0,72.5,13,300,27,500,60,25,257234.6555,733.8179929,27.63679257,360163287.4,646
1292,900,1250,18341.32555,744.5732707,1329.58559,0,0,30,29,0.017613863,11,11,6,6,72.5,215.0,13,300,27,500,60,25,257234.6555,733.8179929,27.63679257,360163287.4,646
1293,1150,900,18811.065,1007.045865,631.7549022,0,0,42,25,0.019919519,15,15,8,8,71.78571429,107.8571429,10,400,30,500,50,25,248694.7453,698.5907095,25.50914325,360948692.0,647
1294,900,1150,18811.065,631.7549022,1007.045865,0,0,42,25,0.019919519,8,8,15,15,107.8571429,71.78571429,10,400,30,500,50,25,248694.7453,698.5907095,25.50914325,360948692.0,647
1295,1050,800,20084.93628,1041.738695,631.5245487,0,0,44,25,0.02571244,14,14,10,10,69.61538462,72.77777778,10,250,40,500,50,25,243158.2483,648.2199455,20.98713832,362283769.4,648
1296,800,1050,20084.93628,631.5245487,1041.738695,0,0,44,25,0.02571244,10,10,14,14,72.77777778,69.61538462,10,250,40,500,50,25,243158.2483,648.2199455,20.98713832,362283769.4,648
1297,1150,900,18939.35341,1541.700914,1039.877577,0,0,32,29,0.02042187,8,8,10,10,139.2857143,80.55555556,13,150,30,500,60,25,272177.3467,745.2166835,25.66936101,365770585.6,649
1298,900,1150,18939.35341,1039.877577,1541.700914,0,0,32,29,0.02042187,10,10,8,8,80.55555556,139.2857143,13,150,30,500,60,25,272177.3467,745.2166835,25.66936101,365770585.6,649
1299,1200,850,19848.83641,1240.385252,652.7949655,0,0,32,29,0.020722192,10,10,8,8,113.8888889,96.42857143,13,350,35,400,60,25,256608.3811,711.2224419,25.21833737,367541568.0,650
1300,850,1200,19848.83641,652.7949655,1240.385252,0,0,32,29,0.020722192,8,8,10,10,96.42857143,113.8888889,13,350,35,400,60,25,256608.3811,711.2224419,25.21833737,367541568.0,650
1301,1100,950,21241.22306,1418.062459,1105.699214,0,0,22,29,0.013905681,8,8,5,5,132.1428571,193.75,13,150,40,400,60,25,221654.9539,648.0114458,25.55165737,367574424.3,651
1302,950,1100,21241.22306,1105.699214,1418.062459,0,0,22,29,0.013905681,5,5,8,8,193.75,132.1428571,13,150,40,400,60,25,221654.9539,648.0114458,25.55165737,367574424.3,651
1303,1150,800,20747.2008,2023.687437,1159.912739,0,0,28,29,0.020102778,11,11,5,5,97.5,156.25,13,100,40,500,60,25,252937.3375,684.3675949,22.89198131,369893200.2,652
1304,800,1150,20747.2008,1159.912739,2023.687437,0,0,28,29,0.020102778,5,5,11,11,156.25,97.5,13,100,40,500,60,25,252937.3375,684.3675949,22.89198131,369893200.2,652
1305,1250,1000,18767.24691,1888.939604,1336.746375,0,0,40,25,0.015707963,9,9,13,13,137.375,70.75,13,100,27,400,50,25,295283.4807,834.6714277,30.77072809,369957368.9,653
1306,1000,1250,18767.24691,1336.746375,1888.939604,0,0,40,25,0.015707963,13,13,9,9,70.75,137.375,13,100,27,400,50,25,295283.4807,834.6714277,30.77072809,369957368.9,653
1307,1100,850,20553.52444,989.4484764,594.5667267,0,0,32,29,0.022606027,8,8,10,10,133.0,75.66666667,10,450,40,400,60,25,243717.3423,668.5012748,23.17561274,369989213.9,654
1308,850,1100,20553.52444,594.5667267,989.4484764,0,0,32,29,0.022606027,10,10,8,8,75.66666667,133.0,10,450,40,400,60,25,243717.3423,668.5012748,23.17561274,369989213.9,654
1309,1100,900,20035.20468,957.5817134,648.317357,0,0,24,32,0.019496914,9,9,5,5,116.0,182.0,10,450,35,500,60,25,233998.8085,660.5737983,24.37337508,370896798.9,655
1310,900,1100,20035.20468,648.317357,957.5817134,0,0,24,32,0.019496914,5,5,9,9,182.0,116.0,10,450,35,500,60,25,233998.8085,660.5737983,24.37337508,370896798.9,655
1311,1150,900,18869.28547,1048.102712,662.4201282,0,0,40,29,0.025527337,14,14,8,8,75.0,103.5714286,13,400,30,400,60,25,297519.2047,794.585922,25.84483757,371185296.2,656
1312,900,1150,18869.28547,662.4201282,1048.102712,0,0,40,29,0.025527337,8,8,14,14,103.5714286,75.0,13,400,30,400,60,25,297519.2047,794.585922,25.84483757,371185296.2,656
1313,1250,1000,19834.53338,1226.299516,806.5580064,0,0,20,29,0.010568318,5,5,7,7,270.25,138.5,10,300,30,500,60,25,210906.3888,668.051066,30.19255511,371836736.2,657
1314,1000,1250,19834.53338,806.5580064,1226.299516,0,0,20,29,0.010568318,7,7,5,5,138.5,270.25,10,300,30,500,60,25,210906.3888,668.051066,30.19255511,371836736.2,657
1315,1250,900,18471.69027,1066.944017,561.0795388,0,0,32,32,0.02287638,11,11,7,7,107.8,121.3333333,10,450,27,400,60,25,295201.8718,808.1839507,27.8986041,375801736.0,658
1316,900,1250,18471.69027,561.0795388,1066.944017,0,0,32,32,0.02287638,7,7,11,11,121.3333333,107.8,10,450,27,400,60,25,295201.8718,808.1839507,27.8986041,375801736.0,658
1317,1150,850,21123.57211,1268.179985,729.2628825,0,0,24,29,0.016217367,8,8,6,6,139.2857143,135.0,13,350,40,500,60,25,211852.7673,614.6858296,23.9331749,377106875.2,659
1318,850,1150,21123.57211,729.2628825,1268.179985,0,0,24,29,0.016217367,6,6,8,8,135.0,139.2857143,13,350,40,500,60,25,211852.7673,614.6858296,23.9331749,377106875.2,659
1319,1150,950,19075.00315,993.4451533,688.890345,0,0,48,25,0.021566998,13,13,13,13,83.75,67.08333333,10,350,30,400,50,25,277170.1482,766.2113565,27.02713775,378508068.3,660
1320,950,1150,19075.00315,688.890345,993.4451533,0,0,48,25,0.021566998,13,13,13,13,67.08333333,83.75,10,350,30,400,50,25,277170.1482,766.2113565,27.02713775,378508068.3,660
1321,1250,850,19248.19214,1338.9967,669.6303599,0,0,26,32,0.019680415,9,9,6,6,134.75,135.6,10,200,30,500,60,25,258941.7228,724.445212,26.21156937,380035047.3,661
1322,850,1250,19248.19214,669.6303599,1338.9967,0,0,26,32,0.019680415,6,6,9,9,135.6,134.75,10,200,30,500,60,25,258941.7228,724.445212,26.21156937,380035047.3,661
1323,1250,950,20914.02276,1443.526216,879.9484316,0,0,20,29,0.011124545,5,5,7,7,270.25,130.1666667,10,150,35,400,60,25,213756.9671,661.1737167,28.77452355,381198247.2,662
1324,950,1250,20914.02276,879.9484316,1443.526216,0,0,20,29,0.011124545,7,7,5,5,130.1666667,270.25,10,150,35,400,60,25,213756.9671,661.1737167,28.77452355,381198247.2,662
1325,1050,850,20556.38528,1028.950087,694.7704424,0,0,38,29,0.028122974,12,12,9,9,80.09090909,85.125,10,200,40,400,60,25,276659.616,724.7266051,22.42467075,381445104.1,663
1326,850,1050,20556.38528,694.7704424,1028.950087,0,0,38,29,0.028122974,9,9,12,12,85.125,80.09090909,10,200,40,400,60,25,276659.616,724.7266051,22.42467075,381445104.1,663
1327,1100,950,21465.13957,1124.048026,855.7699697,0,0,32,25,0.015031544,9,9,9,9,118.625,99.875,13,350,40,400,50,25,216665.7585,637.8467003,25.51831818,385830475.6,664
1328,950,1100,21465.13957,855.7699697,1124.048026,0,0,32,25,0.015031544,9,9,9,9,99.875,118.625,13,350,40,400,50,25,216665.7585,637.8467003,25.51831818,385830475.6,664
1329,1200,850,20301.87377,1430.23983,782.9200137,0,0,28,29,0.018131918,7,7,9,9,170.8333333,84.375,13,250,35,500,60,25,240390.1136,679.4786193,25.10643901,386604423.4,665
1330,850,1200,20301.87377,782.9200137,1430.23983,0,0,28,29,0.018131918,9,9,7,7,84.375,170.8333333,13,250,35,500,60,25,240390.1136,679.4786193,25.10643901,386604423.4,665
1331,1000,1000,21353.54622,1203.8852,1203.8852,0,0,24,32,0.019301945,7,7,7,7,137.0,137.0,13,150,40,400,60,25,254427.1722,703.2342421,24.74249924,391109450.3,666
1332,1000,1000,21353.54622,1203.8852,1203.8852,0,0,24,32,0.019301945,7,7,7,7,137.0,137.0,13,150,40,400,60,25,254427.1722,703.2342421,24.74249924,391109450.3,666
1333,1150,850,20290.46645,1168.016356,669.0605965,0,0,32,29,0.021623156,10,10,8,8,108.3333333,96.42857143,13,400,35,500,60,25,251600.8034,692.7233624,24.20676854,392094827.4,667
1334,850,1150,20290.46645,669.0605965,1168.016356,0,0,32,29,0.021623156,8,8,10,10,96.42857143,108.3333333,13,400,35,500,60,25,251600.8034,692.7233624,24.20676854,392094827.4,667
1335,1250,850,20518.01002,1670.295857,872.3422465,0,0,34,25,0.015707963,10,10,9,9,122.1111111,87.375,13,200,35,500,50,25,234476.0752,676.6060958,26.0426399,392328161.9,668
1336,850,1250,20518.01002,872.3422465,1670.295857,0,0,34,25,0.015707963,9,9,10,10,87.375,122.1111111,13,200,35,500,50,25,234476.0752,676.6060958,26.0426399,392328161.9,668
1337,1200,900,19480.24214,1133.978003,661.1971987,0,0,26,32,0.019361519,5,5,10,10,255.5,80.22222222,13,500,30,500,60,25,256626.2209,723.3513631,26.59828396,393476695.7,669
1338,900,1200,19480.24214,661.1971987,1133.978003,0,0,26,32,0.019361519,10,10,5,5,80.22222222,255.5,13,500,30,500,60,25,256626.2209,723.3513631,26.59828396,393476695.7,669
1339,1000,950,20037.63529,1401.512136,1292.825583,0,0,42,29,0.02920193,12,12,11,11,75.0,77.5,13,100,35,400,60,25,327188.6874,836.2949277,24.0927024,395047241.2,670
1340,950,1000,20037.63529,1292.825583,1401.512136,0,0,42,29,0.02920193,11,11,12,12,77.5,75.0,13,100,35,400,60,25,327188.6874,836.2949277,24.0927024,395047241.2,670
1341,1050,950,21407.10417,983.4519712,813.1688438,0,0,30,29,0.019865259,8,8,9,9,125.8571429,97.625,10,250,40,400,60,25,242448.0271,678.7906024,24.60369413,397570101.5,671
1342,950,1050,21407.10417,813.1688438,983.4519712,0,0,30,29,0.019865259,9,9,8,8,97.625,125.8571429,10,250,40,400,60,25,242448.0271,678.7906024,24.60369413,397570101.5,671
1343,950,900,20962.95922,818.0700051,738.5054464,0,0,30,32,0.028219218,10,10,7,7,85.77777778,120.3333333,13,500,40,500,60,25,262580.2915,689.3739919,21.4657823,397575304.6,672
1344,900,950,20962.95922,738.5054464,818.0700051,0,0,30,32,0.028219218,7,7,10,10,120.3333333,85.77777778,13,500,40,500,60,25,262580.2915,689.3739919,21.4657823,397575304.6,672
1345,1300,950,19326.36052,1185.446109,647.3444883,0,0,28,29,0.014975349,8,8,8,8,161.5714286,111.5714286,10,450,27,500,60,25,248010.4353,737.8150593,30.10315408,397751213.0,673
1346,950,1300,19326.36052,647.3444883,1185.446109,0,0,28,29,0.014975349,8,8,8,8,111.5714286,161.5714286,10,450,27,500,60,25,248010.4353,737.8150593,30.10315408,397751213.0,673
1347,1300,1000,19363.94691,1201.740242,727.3072295,0,0,40,25,0.015103811,11,11,11,11,115.5,85.5,10,350,27,400,50,25,263962.0439,782.3817687,31.70736211,398502897.2,674
1348,1000,1300,19363.94691,727.3072295,1201.740242,0,0,40,25,0.015103811,11,11,11,11,85.5,115.5,10,350,27,400,50,25,263962.0439,782.3817687,31.70736211,398502897.2,674
1349,1100,950,18855.23847,1023.121203,787.5942435,0,0,32,32,0.024627681,9,9,9,9,116.0,97.25,10,200,27,500,60,25,294727.4827,791.1759165,26.05544204,399302232.9,675
1350,950,1100,18855.23847,787.5942435,1023.121203,0,0,32,32,0.024627681,9,9,9,9,97.25,116.0,10,200,27,500,60,25,294727.4827,791.1759165,26.05544204,399302232.9,675
1351,1000,1000,20583.23006,829.7379555,829.7379555,0,0,26,32,0.020910441,6,6,9,9,165.6,103.5,10,350,35,500,60,25,248674.7306,691.4638973,24.70419713,402202847.0,676
1352,1000,1000,20583.23006,829.7379555,829.7379555,0,0,26,32,0.020910441,9,9,6,6,103.5,165.6,10,350,35,500,60,25,248674.7306,691.4638973,24.70419713,402202847.0,676
1353,1350,1000,19763.97339,1540.464502,907.2578687,0,0,30,25,0.010908308,8,8,9,9,171.2857143,106.125,13,300,27,500,50,25,237357.2897,740.4639825,32.67344576,402802219.6,677
1354,1000,1350,19763.97339,907.2578687,1540.464502,0,0,30,25,0.010908308,9,9,8,8,106.125,171.2857143,13,300,27,500,50,25,237357.2897,740.4639825,32.67344576,402802219.6,677
1355,1150,800,21042.58528,1470.809514,789.6933647,0,0,38,29,0.027282342,14,14,7,7,75.46153846,105.1666667,10,100,40,400,60,25,289710.677,756.2202165,23.14603477,403758364.5,678
1356,800,1150,21042.58528,789.6933647,1470.809514,0,0,38,29,0.027282342,7,7,14,14,105.1666667,75.46153846,10,100,40,400,60,25,289710.677,756.2202165,23.14603477,403758364.5,678
1357,1150,950,22196.42908,1177.914904,819.9664649,0,0,18,29,0.010882707,4,4,7,7,327.0,130.1666667,10,300,40,500,60,25,187425.3727,589.9631087,26.40954729,406365001.9,679
1358,950,1150,22196.42908,819.9664649,1177.914904,0,0,18,29,0.010882707,7,7,4,4,130.1666667,327.0,10,300,40,500,60,25,187425.3727,589.9631087,26.40954729,406365001.9,679
1359,1150,1000,19085.41153,938.0081381,716.7210865,0,0,34,32,0.023777759,9,9,10,10,122.25,92.0,10,350,27,400,60,25,311195.2296,844.7077468,28.58338596,410143662.1,680
1360,1000,1150,19085.41153,716.7210865,938.0081381,0,0,34,32,0.023777759,10,10,9,9,92.0,122.25,10,350,27,400,60,25,311195.2296,844.7077468,28.58338596,410143662.1,680
1361,1050,900,21509.31514,927.8431632,686.9871225,0,0,30,29,0.020968884,7,7,10,10,146.8333333,81.22222222,10,450,40,500,60,25,234252.8637,651.9402272,23.34042401,410992098.9,681
1362,900,1050,21509.31514,686.9871225,927.8431632,0,0,30,29,0.020968884,10,10,7,7,81.22222222,146.8333333,10,450,40,500,60,25,234252.8637,651.9402272,23.34042401,410992098.9,681
1363,1050,800,21087.52984,1071.057776,651.9030074,0,0,32,32,0.030638008,10,10,8,8,96.88888889,88.85714286,13,350,40,500,60,25,276754.0789,714.2448428,21.21820595,411707907.7,682
1364,800,1050,21087.52984,651.9030074,1071.057776,0,0,32,32,0.030638008,8,8,10,10,88.85714286,96.88888889,13,350,40,500,60,25,276754.0789,714.2448428,21.21820595,411707907.7,682
1365,1150,900,20656.7044,1048.121028,651.3617099,0,0,30,32,0.023311528,9,9,8,8,122.25,104.0,10,350,35,400,60,25,276646.9033,753.5105492,25.70143167,413925836.4,683
1366,900,1150,20656.7044,651.3617099,1048.121028,0,0,30,32,0.023311528,8,8,9,9,104.0,122.25,10,350,35,400,60,25,276646.9033,753.5105492,25.70143167,413925836.4,683
1367,1100,1000,21216.43993,1075.613188,901.899502,0,0,26,29,0.015612287,8,8,7,7,132.1428571,137.5,13,400,35,500,60,25,231128.342,677.3769585,26.88257059,414193681.9,684
1368,1000,1100,21216.43993,901.899502,1075.613188,0,0,26,29,0.015612287,7,7,8,8,137.5,132.1428571,13,400,35,500,60,25,231128.342,677.3769585,26.88257059,414193681.9,684
1369,1300,950,19400.6875,1410.05537,806.9555134,0,0,36,29,0.01925402,9,9,11,11,140.625,77.5,13,250,27,400,60,25,300315.1454,840.8403734,30.46226826,415781073.4,685
1370,950,1300,19400.6875,806.9555134,1410.05537,0,0,36,29,0.01925402,11,11,9,9,77.5,140.625,13,250,27,400,60,25,300315.1454,840.8403734,30.46226826,415781073.4,685
1371,1200,850,19054.48578,1143.979196,610.7352314,0,0,42,29,0.027197876,13,13,10,10,85.41666667,75.0,13,400,27,500,60,25,306583.6833,809.3469695,25.56230629,417363086.6,686
1372,850,1200,19054.48578,610.7352314,1143.979196,0,0,42,29,0.027197876,10,10,13,13,75.0,85.41666667,13,400,27,500,60,25,306583.6833,809.3469695,25.56230629,417363086.6,686
1373,950,900,20306.70701,1115.927796,1021.250585,0,0,36,32,0.033863062,10,10,10,10,86.44444444,80.88888889,10,100,35,500,60,25,313216.6814,789.1714501,21.81328404,417726683.5,687
1374,900,950,20306.70701,1021.250585,1115.927796,0,0,36,32,0.033863062,10,10,10,10,80.88888889,86.44444444,10,100,35,500,60,25,313216.6814,789.1714501,21.81328404,417726683.5,687
1375,1100,1000,19084.65235,1126.576175,956.0407785,0,0,46,29,0.027621739,13,13,12,12,77.08333333,75.0,13,200,27,400,60,25,343463.2483,898.2707744,27.65485499,418879727.2,688
1376,1000,1100,19084.65235,956.0407785,1126.576175,0,0,46,29,0.027621739,12,12,13,13,75.0,77.08333333,13,200,27,400,60,25,343463.2483,898.2707744,27.65485499,418879727.2,688
1377,1250,950,20131.58762,1361.851786,833.3969493,0,0,28,32,0.018963315,6,6,10,10,215.6,86.44444444,10,150,30,400,60,25,286084.3153,803.2359851,29.27219993,422553463.1,689
1378,950,1250,20131.58762,833.3969493,1361.851786,0,0,28,32,0.018963315,10,10,6,6,86.44444444,215.6,10,150,30,400,60,25,286084.3153,803.2359851,29.27219993,422553463.1,689
1379,1200,950,19281.4428,1393.237202,940.2756465,0,0,36,32,0.025397296,13,13,7,7,85.66666667,129.6666667,10,100,27,400,60,25,339715.9068,899.1329086,28.54851859,423739454.0,690
1380,950,1200,19281.4428,940.2756465,1393.237202,0,0,36,32,0.025397296,7,7,13,13,129.6666667,85.66666667,10,100,27,400,60,25,339715.9068,899.1329086,28.54851859,423739454.0,690
1381,1050,1000,19313.9215,1293.175852,1196.307436,0,0,34,32,0.026042307,9,9,10,10,109.0,91.33333333,13,150,27,500,60,25,321611.8523,845.3568261,26.35441724,424758024.3,691
1382,1000,1050,19313.9215,1196.307436,1293.175852,0,0,34,32,0.026042307,10,10,9,9,91.33333333,109.0,13,150,27,500,60,25,321611.8523,845.3568261,26.35441724,424758024.3,691
1383,1200,950,22669.40278,1308.549607,844.0269855,0,0,20,29,0.011588068,5,5,7,7,256.25,129.1666667,13,350,40,400,60,25,205216.9089,634.6410009,27.62390013,426556195.1,692
1384,950,1200,22669.40278,844.0269855,1308.549607,0,0,20,29,0.011588068,7,7,5,5,129.1666667,256.25,13,350,40,400,60,25,205216.9089,634.6410009,27.62390013,426556195.1,692
1385,1050,1000,22237.54622,1307.94699,1203.8852,0,0,24,32,0.018382805,7,7,7,7,145.3333333,137.0,13,150,40,400,60,25,259121.8045,722.6165604,25.92443022,430261636.8,693
1386,1000,1050,22237.54622,1203.8852,1307.94699,0,0,24,32,0.018382805,7,7,7,7,137.0,145.3333333,13,150,40,400,60,25,259121.8045,722.6165604,25.92443022,430261636.8,693
1387,1100,1000,22509.28852,1120.719247,937.9366218,0,0,20,32,0.014622686,4,4,8,8,309.3333333,118.2857143,10,200,40,400,60,25,224447.6942,664.3010525,26.83647716,430730580.2,694
1388,1000,1100,22509.28852,937.9366218,1120.719247,0,0,20,32,0.014622686,8,8,4,4,118.2857143,309.3333333,10,200,40,400,60,25,224447.6942,664.3010525,26.83647716,430730580.2,694
1389,1250,850,20041.95247,1378.858423,695.3911014,0,0,30,32,0.022708171,9,9,8,8,134.0,96.0,13,300,30,500,60,25,285390.3044,776.4319176,26.39345724,432037093.1,695
1390,850,1250,20041.95247,695.3911014,1378.858423,0,0,30,32,0.022708171,8,8,9,9,96.0,134.0,13,300,30,500,60,25,285390.3044,776.4319176,26.39345724,432037093.1,695
1391,1250,850,22148.23202,1322.157587,627.1499174,0,0,36,25,0.016631961,10,10,10,10,122.7777778,78.33333333,10,350,40,400,50,25,229001.0703,665.5137009,26.00588584,432685831.7,696
1392,850,1250,22148.23202,627.1499174,1322.157587,0,0,36,25,0.016631961,10,10,10,10,78.33333333,122.7777778,10,350,40,400,50,25,229001.0703,665.5137009,26.00588584,432685831.7,696
1393,1350,1000,21033.38402,1406.550602,798.0579631,0,0,20,32,0.011914781,7,7,5,5,196.3333333,207.0,10,250,30,400,60,25,243387.2496,752.1907678,32.71525472,432806438.4,697
1394,1000,1350,21033.38402,798.0579631,1406.550602,0,0,20,32,0.011914781,5,5,7,7,207.0,196.3333333,10,250,30,400,60,25,243387.2496,752.1907678,32.71525472,432806438.4,697
1395,1150,1000,19569.01742,986.1781223,758.5268065,0,0,48,25,0.020488648,12,12,14,14,91.36363636,65.76923077,10,350,27,500,50,25,281946.3018,787.2619021,28.38211749,435497708.5,698
1396,1000,1150,19569.01742,758.5268065,986.1781223,0,0,48,25,0.020488648,14,14,12,12,65.76923077,91.36363636,10,350,27,500,50,25,281946.3018,787.2619021,28.38211749,435497708.5,698
1397,1000,1000,20006.9628,779.5988622,779.5988622,0,0,34,32,0.027344422,10,10,9,9,92.0,103.5,10,350,30,500,60,25,298666.7688,789.6561099,25.04818674,436394340.2,699
1398,1000,1000,20006.9628,779.5988622,779.5988622,0,0,34,32,0.027344422,9,9,10,10,103.5,92.0,10,350,30,500,60,25,298666.7688,789.6561099,25.04818674,436394340.2,699
1399,1400,1000,20333.75361,1541.91352,834.9225643,0,0,28,29,0.013210397,8,8,8,8,175.0,117.8571429,13,300,27,400,60,25,270706.7578,816.1127411,34.05259129,437371117.5,700
1400,1000,1400,20333.75361,834.9225643,1541.91352,0,0,28,29,0.013210397,8,8,8,8,117.8571429,175.0,13,300,27,400,60,25,270706.7578,816.1127411,34.05259129,437371117.5,700
1401,1350,900,20496.23762,1452.448656,684.2641745,0,0,28,32,0.018534104,10,10,6,6,130.2222222,144.4,13,350,30,400,60,25,284139.6563,804.8881136,29.89143164,437553575.5,701
1402,900,1350,20496.23762,684.2641745,1452.448656,0,0,28,32,0.018534104,6,6,10,10,144.4,130.2222222,13,350,30,400,60,25,284139.6563,804.8881136,29.89143164,437553575.5,701
1403,1200,900,22602.33553,1496.383865,899.9742767,0,0,18,32,0.013404129,5,5,6,6,255.5,144.4,13,250,40,500,60,25,214386.2793,640.5858229,26.30709205,438110163.3,702
1404,900,1200,22602.33553,899.9742767,1496.383865,0,0,18,32,0.013404129,6,6,5,5,144.4,255.5,13,250,40,500,60,25,214386.2793,640.5858229,26.30709205,438110163.3,702
1405,1050,950,22155.84497,955.3694405,788.2609702,0,0,38,25,0.018699956,11,11,10,10,90.5,89.44444444,10,400,40,500,50,25,230284.2516,654.8180968,24.52021618,439007256.9,703
1406,950,1050,22155.84497,788.2609702,955.3694405,0,0,38,25,0.018699956,10,10,11,11,89.44444444,90.5,10,400,40,500,50,25,230284.2516,654.8180968,24.52021618,439007256.9,703
1407,1350,900,21848.12731,1501.938456,696.4814731,0,0,24,29,0.013047306,7,7,7,7,196.8333333,121.8333333,10,250,35,400,60,25,230287.6666,699.0612792,29.52102613,439569202.0,704
1408,900,1350,21848.12731,696.4814731,1501.938456,0,0,24,29,0.013047306,7,7,7,7,121.8333333,196.8333333,10,250,35,400,60,25,230287.6666,699.0612792,29.52102613,439569202.0,704
1409,1150,950,20146.25401,964.4489399,664.9032914,0,0,44,29,0.026602173,13,13,11,11,81.75,78.1,10,400,30,400,60,25,318952.3275,848.2533066,27.31470356,445266175.8,705
1410,950,1150,20146.25401,664.9032914,964.4489399,0,0,44,29,0.026602173,11,11,13,13,78.1,81.75,10,400,30,400,60,25,318952.3275,848.2533066,27.31470356,445266175.8,705
1411,1100,1000,20539.20247,1013.013467,850.4424046,0,0,30,32,0.021934029,10,10,7,7,102.4444444,137.0,13,400,30,500,60,25,285160.2642,783.5041375,27.25435819,448892330.7,706
1412,1000,1100,20539.20247,850.4424046,1013.013467,0,0,30,32,0.021934029,7,7,10,10,137.0,102.4444444,13,400,30,500,60,25,285160.2642,783.5041375,27.25435819,448892330.7,706
1413,1050,950,21331.20584,1127.093909,946.2817923,0,0,30,32,0.024187901,11,11,6,6,87.8,155.6,10,150,35,500,60,25,281738.2247,756.112279,24.87363976,449571700.3,707
1414,950,1050,21331.20584,946.2817923,1127.093909,0,0,30,32,0.024187901,6,6,11,11,155.6,87.8,10,150,35,500,60,25,281738.2247,756.112279,24.87363976,449571700.3,707
1415,1150,850,21123.59415,1341.656521,795.2413778,0,0,50,25,0.025108637,16,16,11,11,66.6,69.9,13,250,35,500,50,25,283908.5496,756.3316402,24.42866536,451720516.2,708
1416,850,1150,21123.59415,795.2413778,1341.656521,0,0,50,25,0.025108637,11,11,16,16,69.9,66.6,13,250,35,500,50,25,283908.5496,756.3316402,24.42866536,451720516.2,708
1417,1250,900,20488.93786,1472.838697,836.3602231,0,0,46,25,0.020071286,13,13,12,12,91.58333333,68.09090909,13,250,30,500,50,25,281702.5284,781.9539279,27.80494381,454200696.1,709
